Formatted_Date,Temp_Out,Hum_Out,Solar_Rad,Temp_In,Hum_In,Dew_In
2021-01-12 07:30:00,7.667173037718683,72.08927098561631,4.1467028226650855e-80,18.1,43.0,5.3
2021-01-12 07:35:00,8.040151911315604,72.02678129568488,1.2440108467995256e-80,18.1,43.0,5.3
2021-01-12 07:40:00,8.432045573394682,72.00803438870547,3.7320325403985767e-81,18.0,44.0,5.6
2021-01-12 07:45:00,8.689613672018405,72.70241031661163,1.119609762119573e-81,18.0,44.0,5.6
2021-01-12 07:50:00,8.97688410160552,72.91072309498348,2.0999999999999996,18.1,43.0,5.3
2021-01-12 07:55:00,9.203065230481656,72.97321692849503,4.829999999999999,18.0,44.0,5.6
2021-01-12 08:00:00,9.480919569144497,73.6919650785485,7.0489999999999995,18.0,44.0,5.6
2021-01-12 08:05:00,9.774275870743349,73.90758952356455,9.814699999999998,18.1,44.0,5.7
2021-01-12 08:10:00,10.072282761223004,73.97227685706936,11.344409999999998,18.0,44.0,5.6
2021-01-12 08:15:00,10.3016848283669,73.99168305712081,13.203322999999997,18.0,44.0,5.6
2021-01-12 08:20:00,10.580505448510069,74.69750491713624,15.160996899999999,17.9,44.0,5.5
2021-01-12 08:25:00,10.94415163455302,74.90925147514088,17.14829907,18.0,44.0,5.6
2021-01-12 08:30:00,11.193245490365905,74.97277544254226,18.444489721,18.0,44.0,5.6
2021-01-12 08:35:00,11.47797364710977,74.29183263276268,19.5333469163,17.9,44.0,5.5
2021-01-12 08:40:00,11.77339209413293,74.0875497898288,21.26000407489,18.1,44.0,5.7
2021-01-12 08:45:00,12.142017628239879,74.02626493694864,22.478001222466997,18.0,44.0,5.6
2021-01-12 08:50:00,12.532605288471963,74.00787948108459,22.8434003667401,18.0,44.0,5.6
2021-01-12 08:55:00,12.789781586541588,73.30236384432537,23.653020110022027,18.0,44.0,5.6
2021-01-12 09:00:00,13.216934475962475,73.09070915329761,24.595906033006607,18.0,44.0,5.6
2021-01-12 09:05:00,13.55508034278874,72.32721274598929,24.87877180990198,18.0,44.0,5.6
2021-01-12 09:10:00,13.936524102836621,71.39816382379678,25.66363154297059,17.9,44.0,5.5
2021-01-12 09:15:00,14.330957230850984,70.41944914713903,25.899089462891176,18.0,44.0,5.6
2021-01-12 09:20:00,14.729287169255294,69.42583474414171,26.66972683886735,17.9,44.0,5.5
2021-01-12 09:25:00,15.128786150776588,68.42775042324251,28.300918051660204,17.9,44.0,5.5
2021-01-12 09:30:00,15.528635845232975,67.42832512697275,29.49027541549806,18.0,44.0,5.6
2021-01-12 09:35:00,15.788590753569892,66.42849753809182,30.54708262464942,18.4,43.0,5.6
2021-01-12 09:40:00,16.006577226070966,66.12854926142754,46.96412478739482,18.6,43.0,5.7
2021-01-12 09:45:00,16.21197316782129,65.33856477842826,64.48923743621845,18.7,43.0,5.8
2021-01-12 09:50:00,16.553591950346387,64.40156943352848,96.34677123086553,18.4,43.0,5.6
2021-01-12 09:55:00,16.796077585103916,63.420470830058534,181.50403136925965,18.2,43.0,5.4
2021-01-12 10:00:00,17.008823275531174,62.42614124901756,291.0512094107779,18.2,43.0,5.4
2021-01-12 10:05:00,17.35264698265935,62.12784237470527,339.31536282323333,18.3,43.0,5.5
2021-01-12 10:10:00,17.595794094797803,61.33835271241158,346.79460884696994,18.1,43.0,5.3
2021-01-12 10:15:00,17.94873822843934,60.401505813723475,381.93838265409096,18.0,44.0,5.6
2021-01-12 10:20:00,18.1246214685318,59.42045174411704,367.98151479622726,18.0,44.0,5.6
2021-01-12 10:25:00,18.24738644055954,57.72613552323511,455.49445443886816,18.1,43.0,5.3
2021-01-12 10:30:00,18.49421593216786,56.51784065697053,523.7483363316604,18.0,44.0,5.6
2021-01-12 10:35:00,18.708264779650357,55.45535219709116,551.224500899498,18.1,44.0,5.7
2021-01-12 10:40:00,18.982479433895108,54.436605659127345,557.3673502698493,18.3,44.0,5.8
2021-01-12 10:45:00,19.274743830168532,53.4309816977382,519.3102050809548,18.2,44.0,5.7
2021-01-12 10:50:00,19.50242314905056,52.42929450932146,429.4930615242864,18.3,45.0,6.1
2021-01-12 10:55:00,19.92072694471517,50.728788352796435,303.8479184572859,18.4,45.0,6.3
2021-01-12 11:00:00,20.186218083414552,50.21863650583893,180.05437553718576,18.4,45.0,6.3
2021-01-12 11:05:00,20.475865425024367,50.06559095175168,94.61631266115572,18.4,45.0,6.3
2021-01-12 11:10:00,20.772759627507305,49.3196772855255,52.18489379834671,18.4,45.0,6.2
2021-01-12 11:15:00,21.07182788825219,48.395903185657644,38.75546813950401,18.6,45.0,6.4
2021-01-12 11:20:00,21.301548366475657,47.41877095569729,34.7266404418512,18.6,45.0,6.4
2021-01-12 11:25:00,21.580464509942693,47.125631286709186,33.51799213255536,18.7,45.0,6.5
2021-01-12 11:30:00,22.014139352982806,46.337689386012755,33.155397639766605,18.9,45.0,6.7
2021-01-12 11:35:00,22.42424180589484,45.40130681580382,33.746619291929974,18.7,45.0,6.5
2021-01-12 11:40:00,22.897272541768455,44.42039204474114,34.62398578757899,18.7,45.0,6.5
2021-01-12 11:45:00,23.179181762530536,44.12611761342234,34.887195736273696,18.7,45.0,6.5
2021-01-12 11:50:00,23.47375452875916,44.7378352840267,34.966158720882106,18.8,45.0,6.6
2021-01-12 11:55:00,23.772126358627744,44.22135058520801,34.28984761626463,18.8,45.0,6.6
2021-01-12 12:00:00,24.071637907588322,44.0664051755624,33.38695428487939,18.7,45.0,6.5
2021-01-12 12:05:00,24.301491372276494,43.31992155266872,33.116086285463815,18.9,45.0,6.7
2021-01-12 12:10:00,24.580447411682947,43.09597646580061,33.034825885639144,18.8,45.0,6.6
2021-01-12 12:15:00,24.66413422350488,43.72879293974018,33.71044776569174,18.9,45.0,6.7
2021-01-12 12:20:00,24.759240267051464,42.518637881922054,33.91313432970752,19.1,45.0,6.9
2021-01-12 12:25:00,24.857772080115435,42.155591364576615,33.27394029891225,19.1,45.0,6.9
2021-01-12 12:30:00,25.097331624034627,40.646677409372984,33.08218208967367,19.1,45.0,6.9
2021-01-12 12:35:00,25.519199487210386,39.49400322281189,33.7246546269021,19.2,45.0,6.9
2021-01-12 12:40:00,25.715759846163113,38.448200966843565,33.217396388070625,19.3,45.0,7.0
2021-01-12 12:45:00,25.77472795384893,38.13446029005307,33.06521891642119,19.3,45.0,7.0
2021-01-12 12:50:00,25.79241838615468,37.34033808701592,33.019565674926355,19.3,45.0,7.0
2021-01-12 12:55:00,25.6577255158464,35.702101426104775,33.0058697024779,19.4,45.0,7.2
2021-01-12 13:00:00,25.61731765475392,34.51063042783143,33.00176091074337,19.3,45.0,7.1
2021-01-12 13:05:00,25.745195296426175,34.153189128349425,33.00052827322301,19.3,45.0,7.1
2021-01-12 13:10:00,25.85355858892785,33.345956738504825,33.0001584819669,19.4,45.0,7.2
2021-01-12 13:15:00,26.166067576678355,33.10378702155145,33.00004754459007,19.6,45.0,7.3
2021-01-12 13:20:00,26.399820273003503,31.631136106465433,33.00001426337702,19.4,45.0,7.2
2021-01-12 13:25:00,26.39994608190105,31.889340831939627,33.000004279013105,19.4,45.0,7.2
2021-01-12 13:30:00,26.259983824570313,31.266802249581886,33.00000128370393,19.7,45.0,7.4
2021-01-12 13:35:00,26.28799514737109,30.380040674874564,33.00000038511118,19.6,45.0,7.3
2021-01-12 13:40:00,26.29639854421133,29.414012202462366,33.00000011553335,19.6,45.0,7.3
2021-01-12 13:45:00,26.508919563263397,29.82420366073871,33.000000034660005,19.7,45.0,7.4
2021-01-12 13:50:00,26.642675868979016,29.24726109822161,33.000000010398,19.7,45.0,7.4
2021-01-12 13:55:00,26.472802760693703,29.774178329466483,33.000000003119396,19.7,45.0,7.4
2021-01-12 14:00:00,26.491840828208108,29.932253498839945,33.00000000093581,19.7,45.0,7.4
2021-01-12 14:05:00,26.567552248462434,29.279676049651982,33.00000000028074,19.7,45.0,7.4
